periodo,periodo_fecha,categoria_ramo,prima_neta,var_pct_mom
2025-07,2025-07-01,Asistencias,371482767.0,-11.916689050112927
2025-07,2025-07-01,Autos,76270750514.0,20.92743913866424
2025-07,2025-07-01,Cumplimiento,1166658830.0,122.44671462417433
2025-07,2025-07-01,Daños Materiales,6841849107.959906,-21.58896482793491
2025-07,2025-07-01,Exequias,481755322.0,7.075981917692475
2025-07,2025-07-01,Hogar,3135711190.0,-3.3012880130267264
2025-07,2025-07-01,Ingeniería,71689402.0,-98.02295029406274
2025-07,2025-07-01,Manejo / Riesgos Financieros,159391553.0,-51.466822440642666
2025-07,2025-07-01,Otros,2528444751.0,33.545992230792535
2025-07,2025-07-01,PYME / Multiriesgo,7418001637.430106,23.08393311100787
2025-07,2025-07-01,Responsabilidad Civil,1187292681.0,245.28751024676012
2025-07,2025-07-01,SOAT,2431429100.0,31.221157083240204
2025-07,2025-07-01,Salud,3029960570.0,-27.951340679341406
2025-07,2025-07-01,Transporte / Navegación,748090073.0,168.58674968262739
2025-07,2025-07-01,Vida,12512876561.399347,-7.1492980505069585
2025-08,2025-08-01,Accidentes Personales,1276492991.0,83.88303431127598
2025-08,2025-08-01,Agropecuario,3317141486.0,inf
2025-08,2025-08-01,Asistencias,214453250.0,-42.27100984202586
2025-08,2025-08-01,Autos,73987918521.0,-2.9930634976260917
2025-08,2025-08-01,Cumplimiento,518729733.00000024,-55.537152793846325
2025-08,2025-08-01,Daños Materiales,8200209541.9899645,19.853703473958852
2025-08,2025-08-01,Exequias,370950274.0,-23.000274815853516
2025-08,2025-08-01,Hogar,3560919089.0,13.560174175351914
2025-08,2025-08-01,Ingeniería,77649019.99999976,8.313108819068905
2025-08,2025-08-01,Manejo / Riesgos Financieros,347179272.0,117.81535185870231
2025-08,2025-08-01,Otros,1863993071.0,-26.279066597647006
2025-08,2025-08-01,PYME / Multiriesgo,6926620971.3601055,-6.624164971743451
2025-08,2025-08-01,Responsabilidad Civil,361220711.0,-69.57610227195529
